nom,code_region,code_departement,nb-ptf,nb-datagouv,pop-insee,CSP_chef,age_chef,partis_po_chef,part_plus65,nb_crea_entps,flux_migration_res,part_diplomes,depenses_hab,nb_etudiants,part_etudiants,niveau_rural,densite
Petit-Réderching,44,57,,,1551,Cadres (entreprises publiques),64,,22,7,null,3.1,1043.93571244358,,,4,3
Petit-Tenquin,44,57,,,237,Agriculteurs propriétaires exploit.,62,,19.4,1,null,1.7,1979.48603375527,,,6,4
Petite-Rosselle,44,57,,,6453,Retraités fonct.publique (sf enseig.),70,,18.7,37,null,2,857.788042770804,,,2,2
Pettoncourt,44,57,,,290,Retraités salariés privés,69,,17.7,2,null,7.1,840.897068965517,,,3,3
Pévange,44,57,,,55,Retraités fonct.publique (sf enseig.),73,,30.4,0,null,2.7,1267.00218181818,,,6,4
Phalsbourg,44,57,,,4995,Autres professions,60,,18.3,41,null,6.1,1370.13381781782,,,5,3
Philippsbourg,44,57,,,628,Fonctionnaires de catégorie A,37,,20.4,9,null,1.9,1312.88789808917,,,5,3
Piblange,44,57,,,1043,Professions rattachées à enseignt.,60,,10.8,7,null,3.8,575.288983700863,,,3,3
Pierrevillers,44,57,,,1537,Retraités salariés privés,67,,20,11,null,5.8,563.986948601171,,,2,2
Plaine-de-Walsch,44,57,,,654,Retraités salariés privés,73,,15.8,3,null,4,594.578532110092,,,3,3
Plappeville,44,57,,,2084,Retraités de l'enseignement,75,,23.5,18,null,18.3,694.192730326296,,,2,2
Plesnois,44,57,,,854,Salariés agricoles,55,,16.8,10,null,14.8,3414.31730679157,,,2,2
Pommérieux,44,57,,,707,Autres cadres (secteur privé),56,,13.4,6,null,8.6,673.794710042433,,,3,3
Pontoy,44,57,,,430,Agents immobiliers,64,,14.3,5,null,7.2,471.018906976744,,,3,3
Pontpierre,44,57,,,742,Agriculteurs propriétaires exploit.,68,,17.5,3,null,3.7,611.88115902965,,,5,3
Porcelette,44,57,,,2558,Pharmaciens,71,,20.8,16,null,5.1,2275.64795543393,,,5,3
Postroff,44,57,,,210,Retraités salariés privés,68,,15.7,0,null,3.9,686.98719047619,,,4,4
Pouilly,44,57,,,628,Retraités de l'enseignement,61,,30.6,11,null,4.4,1076.3871178344,,,2,2
Pournoy-la-Chétive,44,57,,,648,Employés (secteur privé),61,,21.5,3,null,6.8,608.50524691358,,,3,3
Pournoy-la-Grasse,44,57,,,616,Retraités salariés privés,75,,15.3,7,null,12.7,1112.90790584416,,,3,3
Prévocourt,44,57,,,109,Retraités salariés privés,72,,19.8,1,null,4.8,3881.27036697248,,,3,4
Puttelange-aux-Lacs,44,57,,,3037,Retraités des entreprises publiques,65,,24.9,19,null,3.7,1023.43345406651,,,4,3
Puttelange-lès-Thionville,44,57,,,977,Ingénieurs,58,,9.8,6,null,11.4,639.195424769703,,,4,3
Puttigny,44,57,,,86,Retraités agricoles,73,,14.1,0,null,1.5,491.611395348837,,,6,4
Puzieux,44,57,,,192,Agriculteurs propriétaires exploit.,64,,13,3,null,5.2,1498.50557291667,,,3,4
Racrange,44,57,,,610,Retraités fonct.publique (sf enseig.),72,,19.6,2,null,3.1,529.116885245902,,,5,3
Rahling,44,57,,,787,Retraités de l'enseignement,73,,18.9,3,null,1.8,889.727420584498,,,4,3
Ranguevaux,44,57,,,852,Fonctionnaires de catégorie A,60,,26.9,6,null,4.1,1578.59106807512,,,2,2
Raville,44,57,,,279,Ingénieurs conseils,74,,13.1,3,null,12.8,5288.30268817204,,,4,4
Réchicourt-le-Château,44,57,,,556,Retraités salariés privés,67,,24.1,2,null,3.1,625.331618705036,,,4,3
Rédange,44,57,,,1005,Retraités de l'enseignement,71,,17.2,4,null,5.7,898.024328358209,,,2,2
Réding,44,57,,,2477,Fonctionnaires de catégorie A,64,,21.9,14,null,4.9,1796.85516350424,,,2,2
Rémelfang,44,57,,,175,Retraités des entreprises publiques,72,,21.1,1,null,6.3,1078.64377142857,,,5,3
Rémelfing,44,57,,,1435,Employés (secteur privé),55,,19.8,5,null,5.3,679.017881533101,,,3,3
Rémeling,44,57,,,308,Retraités salariés privés,69,,17.8,0,null,3,623.014025974026,,,4,4
Rémering,44,57,,,446,Retraités des professions libérales,75,,18.6,3,null,3.7,804.736255605381,,,5,3
Rémering-lès-Puttelange,44,57,,,1147,Enseignants 1er deg.-directeurs école,56,,18,3,null,3.4,959.763844812554,,,4,3
Rémilly,44,57,,,2162,Retraités fonct.publique (sf enseig.),74,,20.9,14,null,5.9,1069.24489824237,,,3,3
Réning,44,57,,,128,Professeurs du secondaire et techn.,69,,26.3,1,null,4.7,1021.72265625,,,6,4
Basse-Rentgen,44,57,,,481,Autres retraités,73,,11.7,6,null,16.2,1350.25432432432,,,4,3
Retonfey,44,57,,,1400,Employés (secteur privé),69,,18.9,9,null,9.2,680.041664285714,,,3,3
Rettel,44,57,,,790,Autres cadres (secteur privé),57,,15.4,10,null,5.2,1156.1900886076,,,4,3
Reyersviller,44,57,,,376,Autres retraités,78,,23.5,4,null,3.4,1109.32055851064,,,5,3
Rezonville-Vionville,44,57,,,515,Agriculteurs propriétaires exploit.,36,,18.4,3,null,5.5,606.177747572816,,,3,4
Rhodes,44,57,,,119,Retraités salariés privés,70,,19.5,1,null,10.3,2369.96403361345,,,3,4
Riche,44,57,,,192,Retraités salariés privés,68,,15.5,1,null,0.7,744.34421875,,,6,4
Richeling,44,57,,,350,Contremaitres,66,,14.8,5,null,2.4,1188.91631428571,,,4,3
Richemont,44,57,,,2054,Retraités salariés privés,86,,19.9,26,null,6.3,1787.97410418695,,,2,2
Richeval,44,57,,,137,Agriculteurs propriétaires exploit.,51,,19.3,0,null,0.9,1433.43386861314,,,4,4
Rimling,44,57,,,648,Cadres supérieurs (secteur privé),66,,13.7,4,null,5.8,998.459274691358,,,4,3
Rochonvillers,44,57,,,194,Artisans,54,,11.2,1,null,4.2,753.748659793814,,,4,4
Rodalbe,44,57,,,251,Retr.artis.commerc.chefs d'entrep.,74,,13.8,0,null,1.6,1079.60007968127,,,6,4
Rodemack,44,57,,,1234,Retraités des entreprises publiques,71,,10.5,4,null,17.9,807.860721231767,,,4,3
Rohrbach-lès-Bitche,44,57,,,2324,Autres cadres (secteur privé),34,,20.2,18,null,5,1704.60072289157,,,4,3
Rolbing,44,57,,,250,Autres retraités,75,,24.6,1,null,2.9,1008.84268,,,6,4
Rombas,44,57,,,9971,Fonctionnaires de catégorie A,66,,20.4,60,null,4.2,1107.00759402267,81,0.8,2,2
Romelfing,44,57,,,361,Médecins,65,,19.5,6,null,1.7,782.84487534626,,,4,3
Roncourt,44,57,,,1008,Retraités salariés privés,78,,14.6,5,null,3.5,662.310932539683,,,4,3
Roppeviller,44,57,,,112,Retraités des entreprises publiques,72,,26.5,1,null,6.3,1410.84973214286,,,6,4
Rorbach-lès-Dieuze,44,57,,,55,Agriculteurs propriétaires exploit.,72,,19.6,0,null,8.1,2790.49072727273,,,4,4
Rosbruck,44,57,,,792,Retraités de l'enseignement,69,,22.7,12,null,2.2,2939.84599747475,,,2,2
Rosselange,44,57,,,2731,Professeurs du secondaire et techn.,49,,20.1,8,null,2.4,895.135020139143,,,2,2
Rouhling,44,57,,,2138,Professeurs du secondaire et techn.,74,,20.9,8,null,3.2,765.568423760524,,,2,2
Roupeldange,44,57,,,386,Agriculteurs propriétaires exploit.,69,,16.3,2,null,3.5,967.459611398964,,,4,3
Roussy-le-Village,44,57,,,1373,Professeurs de faculté,47,,13.5,7,null,17.4,950.95115804807,,,4,3
Rozérieulles,44,57,,,1420,Retr.artis.commerc.chefs d'entrep.,75,,17.1,13,null,14.6,967.294147887324,,,2,2
Rurange-lès-Thionville,44,57,,,2540,Retraités salariés privés,68,,9,9,null,9.1,759.172673228347,,,4,3
Russange,44,57,,,1290,Retraités salariés privés,73,,17.9,1,null,7.8,1134.2417751938,,,2,2
Rustroff,44,57,,,617,Employés (autres entrep. publiques),48,,29.2,3,null,9.6,720.66755267423,,,2,2
Sailly-Achâtel,44,57,,,293,Cadres supérieurs (secteur privé),54,,8.2,1,null,7.2,613.518020477816,,,3,4
Saint-Avold,44,57,,,15861,Fonctionnaires de catégorie B,65,Union pour un mouvement populaire,21,130,null,5.9,1911.02008826682,504,3.2,2,2
Saint-Avold,44,57,,,15861,Fonctionnaires de catégorie B,65,Parti radical,21,130,null,5.9,1911.02008826682,504,3.2,2,2
Sainte-Barbe,44,57,,,755,Agriculteurs propriétaires exploit.,66,,15.6,9,null,9.3,1236.8199602649,,,3,3
Saint-Epvre,44,57,,,177,Agriculteurs propriétaires exploit.,73,,38.4,0,null,2.9,2484.18627118644,,,3,4
Saint-François-Lacroix,44,57,,,312,Retraités salariés privés,71,,9.9,2,null,6.2,864.996378205128,,,6,4
Saint-Georges,44,57,,,206,Retraités salariés privés,69,,24.1,2,null,3.2,1554.75830097087,,,3,4
Saint-Hubert,44,57,,,237,Fonctionnaires de catégorie A,65,,12.5,1,null,7.6,678.490506329114,,,4,4
Saint-Jean-de-Bassel,44,57,,,348,Professions rattachées à enseignt.,63,,49.7,2,null,3.2,463.574856321839,,,4,4
Saint-Jean-Kourtzerode,44,57,,,726,Retraités agricoles,72,,4.6,4,null,4.8,564.540096418733,,,5,3
Saint-Jean-Rohrbach,44,57,,,991,Ingénieurs,62,,20.3,7,null,2.2,900.337033299697,,,4,3
Saint-Julien-lès-Metz,44,57,,,3450,Experts comptables,64,,23.1,46,null,14.8,762.849463768116,,,1,1
Saint-Jure,44,57,,,308,Retraités salariés privés,67,,13.6,0,null,7.1,656.53775974026,,,3,4
Saint-Louis,44,57,,,681,Retraités salariés privés,68,,20.6,4,null,3.4,870.026123348018,,,4,3
Saint-Louis-lès-Bitche,44,57,,,504,Retraités salariés privés,71,,27.3,4,null,2.3,992.502202380952,,,5,3
Sainte-Marie-aux-Chênes,44,57,,,4203,Retraités fonct.publique (sf enseig.),81,,18.5,24,null,4.5,887.244246966453,,,2,2
Saint-Médard,44,57,,,99,Fonctionnaires de catégorie C,61,,20.2,1,null,6,770.223636363636,,,6,4
Saint-Privat-la-Montagne,44,57,,,1861,Autres professions libérales,69,,15,13,null,5.7,833.690112842558,,,4,3
Saint-Quirin,44,57,,,770,Autres professions libérales,42,,31.7,3,null,3.8,1145.11006493507,,,4,3
Sainte-Ruffine,44,57,,,580,Industriels-Chefs entreprise,71,,23.3,5,null,21.2,1220.896,,,2,2
Salonnes,44,57,,,195,Agriculteurs propriétaires exploit.,42,,14.1,1,null,3.8,2975.58097435897,,,4,4
Sanry-lès-Vigy,44,57,,,539,Autres cadres (secteur privé),48,,16.6,2,null,5.7,704.482189239332,,,3,4
Sanry-sur-Nied,44,57,,,299,Commercants,53,,13.6,2,null,2.9,3659.72321070234,,,3,3
Sarralbe,44,57,,,4655,Autres cadres (secteur privé),62,,19.7,38,null,3.6,1639.06902255639,,,4,3
Sarraltroff,44,57,,,751,Ouvriers (secteur privé),70,,21.4,2,null,3.7,811.713555259654,,,3,3
Sarrebourg,44,57,,,12273,Médecins,75,Union pour un mouvement populaire,19.9,93,null,5.9,1503.88674162796,201,1.6,2,2
Sarreguemines,44,57,,,21446,Retraités fonct.publique (sf enseig.),70,Union pour un mouvement populaire,20.9,192,null,5.7,1686.49498461252,1032,4.8,2,2
Sarreinsming,44,57,,,1305,Professeurs du secondaire et techn.,64,,23.3,9,null,6.8,909.831954022989,,,3,3
Saulny,44,57,,,1437,Retraités salariés privés,73,,20.3,16,null,13.8,618.215824634656,,,3,3
Schalbach,44,57,,,333,Autres retraités,70,,19.8,1,null,2.9,566.793393393393,,,4,3
Schmittviller,44,57,,,338,Retraités de l'enseignement,72,,19.5,3,null,7.3,1001.99718934911,,,3,3
Schneckenbusch,44,57,,,310,Agriculteurs propriétaires exploit.,61,,16,0,null,1.7,577.976870967742,,,3,3
Schœneck,44,57,,,2667,Retraités de l'enseignement,70,,20.4,8,null,4.9,644.333734533183,56,2.1,2,2
Schorbach,44,57,,,550,Retraités des entreprises publiques,64,,27.3,1,null,2.9,1923.56536363636,,,5,3
Schwerdorff,44,57,,,486,Retraités de l'enseignement,70,,18.5,1,null,4.4,1034.67925925926,,,5,3
Schweyen,44,57,,,321,Ouvriers (secteur privé),49,,18.5,1,null,1.6,908.023084112149,,,5,3
Scy-Chazelles,44,57,,,2759,Fonctionnaires de catégorie A,49,,22.7,35,null,15.8,1233.71565784705,,,2,2
Secourt,44,57,,,204,Contremaitres,60,,12.1,1,null,4.5,883.052843137255,,,3,4
Seingbouse,44,57,,,1900,Retraités salariés privés,67,,23.2,16,null,3.4,569.568226315789,,,2,2
Semécourt,44,57,,,984,Retraités de l'enseignement,73,,22.8,11,null,8.6,2430.79755081301,,,2,2
Serémange-Erzange,44,57,,,4377,Retraités salariés privés,68,,22.7,23,null,3.4,1184.95189399132,,,1,1
Servigny-lès-Raville,44,57,,,483,Ouvriers (secteur privé),58,,14.1,2,null,6.4,832.394368530021,,,3,3
Servigny-lès-Sainte-Barbe,44,57,,,463,Retraités fonct.publique (sf enseig.),69,,17.8,3,null,13.4,1065.47803455724,,,3,3
Sierck-les-Bains,44,57,,,1750,Autres professions,59,,15.3,7,null,9.1,1260.83166857143,,,2,2
Siersthal,44,57,,,682,Cadres supérieurs (secteur privé),66,,23.9,0,null,2.7,1202.13829912023,,,5,3
Sillegny,44,57,,,474,Agriculteurs propriétaires exploit.,57,,15.1,7,null,7.6,552.894852320675,,,3,3
Silly-en-Saulnois,44,57,,,32,Agriculteurs propriétaires exploit.,73,,25.8,0,null,3.7,592.2521875,,,3,4
Silly-sur-Nied,44,57,,,704,Cadres supérieurs (secteur privé),58,,17.7,6,null,9.9,642.413068181818,,,3,3
Solgne,44,57,,,1171,Retraités fonct.publique (sf enseig.),85,,10.4,11,null,6.6,631.162348420154,,,3,3
Sorbey,44,57,,,379,Ingénieurs,48,,13.6,1,null,7.5,634.019419525066,,,3,3
Sotzeling,44,57,,,21,Enseignants 1er deg.-directeurs école,63,,14.3,0,null,0,1973.13476190476,,,6,4
Soucht,44,57,,,1069,Autres cadres (secteur privé),62,,24.4,7,null,1.7,800.36230121609,,,5,3
Spicheren,44,57,,,3283,Retraités salariés privés,79,,20.4,16,null,9.6,1203.30716113311,,,2,2
Stiring-Wendel,44,57,,,12115,Retraités de l'enseignement,82,,22.3,56,57227,2.2,931.992222864218,,,2,2
Sturzelbronn,44,57,,,181,Autres professions,64,,24.7,2,null,0.7,1057.34414364641,,,6,4
Suisse,44,57,,,110,Retraités de l'enseignement,63,,7.6,0,null,2.5,2336.62218181818,,,4,4
Talange,44,57,,,7873,Professeurs du secondaire et techn.,64,Parti communiste français,18.4,61,null,3.7,1138.19573733012,183,2.3,2,2
Tarquimpol,44,57,,,65,Employés (secteur privé),47,,28.6,0,null,7.8,1903.88553846154,,,6,4
Tenteling,44,57,,,1114,Autres cadres (secteur privé),63,,15.7,4,null,5,657.468393177738,,,5,3
Terville,44,57,,,7022,Avocats,54,,16.9,46,57672,8.5,1861.07704215323,,,2,2
Téterchen,44,57,,,805,Retraités de l'enseignement,69,,12.5,4,null,2.4,998.393863354037,,,5,3
Teting-sur-Nied,44,57,,,1393,Retraités salariés privés,73,,17.8,8,null,3,634.983194544149,,,2,2
Théding,44,57,,,2568,Retraités de l'enseignement,70,,19.8,17,null,3.8,972.215864485981,,,2,2
Thicourt,44,57,,,145,Agriculteurs propriétaires exploit.,43,,16.6,2,null,0.9,832.599931034483,,,4,4
Thimonville,44,57,,,156,Agriculteurs propriétaires exploit.,60,,15.5,0,null,6.9,486.278333333333,,,3,4
Thionville,44,57,,,41396,Médecins,64,,19.6,354,57757,13,1837.25875954199,727,1.8,2,2
Thonville,44,57,,,47,Fonctionnaires de catégorie B,65,,6.4,0,null,5.6,2394.76063829787,,,4,4
Tincry,44,57,,,179,Retraités des entreprises publiques,61,,13.2,1,null,5,722.945698324022,,,4,4
Torcheville,44,57,,,116,Agents technique et techniciens,60,,20.3,1,null,4,6877.99853448276,,,6,4
Tragny,44,57,,,102,Agriculteurs propriétaires exploit.,48,,17.5,2,null,0,622.505784313726,,,4,4
Trémery,44,57,,,1078,Cadres supérieurs (secteur privé),65,,18.1,8,null,6.6,1772.85641929499,,,4,3
Tressange,44,57,,,2138,Retraités salariés privés,78,,18.9,6,null,4.2,1489.84065481759,,,4,3
Tritteling-Redlach,44,57,,,541,Ingénieurs,67,,14.1,1,null,3.4,530.364584103512,,,5,3
Troisfontaines,44,57,,,1309,Contremaitres,47,,20.1,14,null,4.6,802.748143621085,,,3,3
Tromborn,44,57,,,377,Agriculteurs propriétaires exploit.,61,,20.4,2,null,3.7,1050.77076923077,,,5,3
Turquestein-Blancrupt,44,57,,,16,Cadres supérieurs (secteur privé),58,,25,0,null,9.1,8384.355,,,6,4
Uckange,44,57,,,6841,Retraités de l'enseignement,69,,18.4,60,null,3.2,1110.97016956585,,,1,1
Vahl-Ebersing,44,57,,,526,Retraités fonct.publique (sf enseig.),73,,18.1,0,null,3,748.783155893536,,,5,3
Vahl-lès-Bénestroff,44,57,,,146,Industriels-Chefs entreprise,39,,9.9,0,null,4.9,4541.10397260274,,,6,4
Vahl-lès-Faulquemont,44,57,,,256,Employés (secteur privé),52,,18.7,3,null,4.9,361.477734375,,,6,4
Vallerange,44,57,,,212,Cadres supérieurs (secteur privé),65,,23.9,0,null,5.4,642.124952830189,,,6,4
Valmestroff,44,57,,,294,Fonctionnaires de catégorie A,63,,14.9,1,null,6.3,891.250306122449,,,4,3
Valmont,44,57,,,3295,Ingénieurs conseils,65,,21.1,27,null,5.5,952.329104704097,,,2,2
Valmunster,44,57,,,104,Industriels-Chefs entreprise,63,,24.4,0,null,14.7,754.065,,,6,4
Vannecourt,44,57,,,81,Retraités salariés privés,80,,23.5,0,null,6.3,1772.33469135802,,,6,4
Vantoux,44,57,,,887,Autres cadres (secteur privé),56,,28.4,5,null,13.2,1018.97643742954,,,2,2
Vany,44,57,,,396,Autres retraités,73,,19.4,4,null,14.3,947.482702020202,,,3,3
Varize-Vaudoncourt,44,57,,,556,Fonctionnaires de catégorie A,48,,11.7,1,null,11,786.016528776979,,,3,3
Varsberg,44,57,,,965,Professeurs du secondaire et techn.,63,,18.9,4,null,4.6,628.607046632124,,,5,3
Vasperviller,44,57,,,326,Cadres (entreprises publiques),62,,22.5,3,null,3.9,549.431196319018,,,4,3
Vatimont,44,57,,,325,Retraités fonct.publique (sf enseig.),65,,18.4,2,null,3.4,575.694276923077,,,3,3
Vaudreching,44,57,,,560,Retraités de l'enseignement,69,,22,1,null,2.8,1002.88546428571,,,5,3
Vaux,44,57,,,827,Retraités salariés privés,66,,22.5,7,null,16.4,491.265525997582,,,2,2
Vaxy,44,57,,,155,Retraités salariés privés,71,,44.6,0,null,4.5,590.88864516129,,,6,4
Veckersviller,44,57,,,242,Employés (autres entrep. publiques),61,,15.5,2,null,1.9,2792.37330578512,,,6,4
Veckring,44,57,,,699,Contremaitres,54,,17.3,4,null,3.8,1053.38746781116,,,4,3
Velving,44,57,,,210,Retraités de l'enseignement,72,,20.6,0,null,3.6,826.787571428572,,,6,4
Vergaville,44,57,,,597,Retr.artis.commerc.chefs d'entrep.,69,,20.4,3,null,3.2,568.335025125628,,,5,3
Vernéville,44,57,,,626,Fonctionnaires de catégorie B,63,,13.8,6,null,5.1,616.407332268371,,,3,3
Verny,44,57,,,2057,Administrateurs de sociétés,77,,16.7,11,null,8.2,661.745814292659,,,3,3
Vescheim,44,57,,,331,Artisans,57,,10,1,null,4.6,692.895770392749,,,5,3
Vibersviller,44,57,,,468,Retraités des entreprises publiques,64,,16.4,1,null,2.3,592.903504273504,,,5,3
Vic-sur-Seille,44,57,,,1398,Permanents politiques,42,,24.1,4,null,4.8,844.8656509299,,,4,3
Vieux-Lixheim,44,57,,,266,Retraités des entreprises publiques,63,,11.3,0,null,1.6,1366.78289473684,,,4,3
Haute-Vigneulles,44,57,,,423,Représentants de commerce,61,,18.1,6,null,4.6,1063.02444444444,,,6,4
Vigny,44,57,,,352,Retraités salariés privés,73,,15.2,4,null,3.1,1423.26377840909,,,3,3
Vigy,44,57,,,1744,Autres cadres (secteur privé),64,,14.9,10,null,8.9,1067.69861238532,,,4,3
Viller,44,57,,,211,Ouvriers (secteur privé),42,,28,3,null,4.9,594.308625592417,,,6,4
Villers-Stoncourt,44,57,,,235,Employés (secteur privé),55,,18,4,null,5.7,878.633531914894,,,3,4
Villers-sur-Nied,44,57,,,77,Retraités agricoles,80,,12,2,null,0,766.263766233766,,,6,4
Villing,44,57,,,502,Retraités salariés privés,70,,15.4,3,null,5.7,647.988266932271,,,5,3
Vilsberg,44,57,,,372,Retraités fonct.publique (sf enseig.),71,,21.4,1,null,2.9,1091.89876344086,,,5,3
Virming,44,57,,,302,Fonctionnaires de catégorie C,67,,21.3,1,null,3.1,1512.23933774834,,,5,3
Vitry-sur-Orne,44,57,,,3049,Retraités salariés privés,71,,15.8,16,null,4.7,1462.08173171532,,,2,2
Vittersbourg,44,57,,,372,Retraités salariés privés,71,,19.1,3,null,1.6,581.322526881721,,,5,3
Vittoncourt,44,57,,,381,Retraités salariés privés,84,,16.5,3,null,4.6,1232.20396325459,,,3,3
Viviers,44,57,,,125,Agriculteurs propriétaires exploit.,47,,17.4,0,null,6.4,960.94744,,,4,4
Voimhaut,44,57,,,256,Retraités des entreprises publiques,65,,12.2,1,null,4.5,520.9328125,,,3,3
Volmerange-lès-Boulay,44,57,,,574,Agriculteurs propriétaires exploit.,38,,12.2,2,null,5.2,943.31637630662,,,4,3
Volmerange-les-Mines,44,57,,,2217,Cadres supérieurs (secteur privé),62,,16.2,11,null,10,767.54750563825,,,4,3
Volmunster,44,57,,,824,Administrateurs de sociétés,73,,21.9,3,null,3.1,1045.3697815534,,,5,3
Volstroff,44,57,,,2004,Retraités de l'enseignement,68,,13.8,11,null,8.2,565.973233532934,,,4,3
Voyer,44,57,,,458,Cadres (entreprises publiques),67,,17.5,4,null,2,1228.22914847162,,,3,3
Vry,44,57,,,600,Retraités salariés privés,70,,8.9,4,null,7.9,659.620133333333,,,3,3
Vulmont,44,57,,,32,Agriculteurs propriétaires exploit.,58,,15.6,0,null,0,3639.188125,,,3,4
Waldhouse,44,57,,,407,Autres retraités,71,,18.5,0,null,2.6,1103.80024570025,,,5,3
Waldweistroff,44,57,,,496,Fonctionnaires de catégorie B,56,,13.6,1,null,4,1597.88169354839,,,5,3
Waldwisse,44,57,,,845,Employés (autres entrep. publiques),64,,12.9,2,null,4.7,788.976366863905,,,5,3
Walschbronn,44,57,,,514,Salariés agricoles,51,,24.1,0,null,3.8,1005.30122568093,,,5,3
Walscheid,44,57,,,1600,Enseignants 1er deg.-directeurs école,59,,30.6,5,null,2.6,800.67160625,,,4,3
Waltembourg,44,57,,,251,Retraités de l'enseignement,71,,8.6,4,null,4.9,506.189760956175,,,4,3
Wiesviller,44,57,,,1021,Fonctionnaires de catégorie B,60,,23.6,2,null,4.3,743.607375122429,,,3,3
Willerwald,44,57,,,1579,Retraités salariés privés,73,,19.3,5,null,4.3,750.227688410386,,,4,3
Wintersbourg,44,57,,,274,Retraités salariés privés,79,,14.6,1,null,3.1,1163.18321167883,,,6,4
Wittring,44,57,,,808,Employés (secteur privé),61,,21.3,6,null,2.9,837.305606435644,,,3,3
Vœlfling-lès-Bouzonville,44,57,,,159,Retraités des entreprises publiques,59,,23.1,0,null,1.5,1001.54452830189,,,6,4
Wœlfling-lès-Sarreguemines,44,57,,,757,Permanents politiques,47,,18.7,8,null,3.1,1005.1443989432,,,3,3
Woippy,44,57,,,14240,Industriels-Chefs entreprise,40,,14.9,156,57463,4.4,1393.04151966292,,,1,1
Woustviller,44,57,,,3254,Salariés du secteur médical,69,,17,17,null,3.9,993.188561770129,,,3,3
Wuisse,44,57,,,67,Agriculteurs propriétaires exploit.,63,,25,1,null,2,570.205820895522,,,6,4
Xanrey,44,57,,,117,Agents technique et techniciens,61,,25.6,2,null,3.4,783.864957264957,,,6,4
Xocourt,44,57,,,91,Agriculteurs propriétaires exploit.,46,,10,2,null,1.7,729.443406593407,,,3,4
Xouaxange,44,57,,,311,Retraités fonct.publique (sf enseig.),70,,13.5,0,null,3.3,1745.71781350482,,,3,3
Yutz,44,57,,,16610,Autres cadres (secteur privé),60,,18,143,57672,9.9,1292.39228115593,462,2.8,2,2
Zarbeling,44,57,,,60,Représentants de commerce,60,,22,0,null,2.2,1029.341,,,6,4
Zetting,44,57,,,857,Ingénieurs,50,,23.2,0,null,2.5,959.872462077013,,,3,3
Zilling,44,57,,,284,Autres cadres (secteur privé),49,,15.4,0,null,3.4,1071.39496478873,,,6,4
Zimming,44,57,,,718,Retr.artis.commerc.chefs d'entrep.,69,,11.2,7,null,3.8,458.288314763231,,,5,3
Zommange,44,57,,,44,Retraités agricoles,68,,20.5,0,null,9.4,907.143181818182,,,6,4
Zoufftgen,44,57,,,1222,Représentants de commerce,57,,9.6,7,null,17.2,1201.31082651391,,,4,3
Diesen,44,57,,,1084,Retr.artis.commerc.chefs d'entrep.,71,,24.4,7,null,2.1,814.01167896679,,,2,2
Stuckange,44,57,,,1078,Retraités salariés privés,70,,16.1,7,null,8.4,1318.06641001855,,,4,3
Achun,27,58,,,162,Retraités de l'enseignement,72,,39.3,0,null,3.9,495.560185185185,,,6,4
Alligny-Cosne,27,58,,,900,Ouvriers (secteur privé),56,,26.1,5,null,2.7,602.605133333333,,,5,3
Alligny-en-Morvan,27,58,,,620,Salariés agricoles,62,,34.1,9,null,5.4,1078.34706451613,,,6,4
Alluy,27,58,,,397,Ouvriers (secteur privé),57,,31.1,2,null,1.6,857.591838790932,,,6,4
Amazy,27,58,,,232,Agriculteurs propriétaires exploit.,59,,30.3,1,null,3.2,593.297715517241,,,5,3
Anlezy,27,58,,,260,Retraités fonct.publique (sf enseig.),70,,33.9,1,null,0.9,753.884615384615,,,4,4
Annay,27,58,,,345,Cadres supérieurs (secteur privé),65,,21.2,5,null,2.7,873.533304347826,,,6,4
Anthien,27,58,,,189,Retraités fonct.publique (sf enseig.),66,,20.1,0,null,4.7,745.973174603175,,,6,4
Arbourse,27,58,,,126,Autres professions libérales,69,,36.8,0,null,7.7,938.981746031746,,,6,4
Arleuf,27,58,,,761,Retr.artis.commerc.chefs d'entrep.,78,,31.8,8,null,2.5,935.975821287779,,,6,4
Armes,27,58,,,297,Retraités des professions libérales,86,,22.3,1,null,5.4,664.065723905724,,,5,3
Arquian,27,58,,,599,Autres retraités,71,,25.6,5,null,4.1,1108.30273789649,,,6,4
Arthel,27,58,,,96,Retraités agricoles,74,,32.6,0,null,24.3,739.229166666667,,,6,4
Arzembouy,27,58,,,70,Agriculteurs propriétaires exploit.,52,,29.4,0,null,7.7,634.451285714286,,,6,4
Asnan,27,58,,,129,Sans profession déclarée,64,,40,1,null,6.5,1169.01736434109,,,6,4
Asnois,27,58,,,154,Professions rattachées à enseignt.,51,,30.1,1,null,2.5,642.869025974026,,,6,4
Aunay-en-Bazois,27,58,,,234,Commercants,62,,37.6,1,null,2.5,667.906324786325,,,6,4
Authiou,27,58,,,43,Retraités salariés privés,70,,51.2,0,null,5.4,5773.93209302326,,,6,4
Avrée,27,58,,,83,Retraités salariés privés,73,,32.1,1,null,1.4,659.455903614458,,,6,4
Avril-sur-Loire,27,58,,,270,Retraités de l'enseignement,84,,14.5,2,null,4.5,618.841407407407,,,6,4
Azy-le-Vif,27,58,,,213,Retraités fonct.publique (sf enseig.),61,,18.6,1,null,4.3,877.730938967136,,,4,4
Bazoches,27,58,,,179,Retr.artis.commerc.chefs d'entrep.,77,,30.9,1,null,6.2,2302.84134078212,,,6,4
Bazolles,27,58,,,287,Fonctionnaires de catégorie C,65,,31.1,2,null,5.7,804.161428571429,,,6,4
