"nom","nb_publi","ouvre_data","code_region","code_departement","nb_ptf","nb_datagouv","pop_insee","CSP_chef","age_chef","partis_po_chef","part_plus65","nb_crea_entps","flux_migration_res","part_diplomes","depenses_hab","nb_etudiants","part_etudiants","niveau_rural","densite","obligation_ouvrir"
"Valbois",0,0,44,55,0,0,92,"Sans profession déclarée",67,NA,22.6,1,NA,2.7,1250.26793478261,NA,NA,6,4,0
"Vassincourt",0,0,44,55,0,0,296,"Retraités fonct.publique (sf enseig.)",74,NA,18.6,1,NA,2.1,608.581385135135,NA,NA,4,4,0
"Vaubecourt",0,0,44,55,0,0,325,"Fonctionnaires de catégorie C",58,"Parti socialiste",22.5,1,NA,3.1,2188.09006153846,NA,NA,4,4,0
"Vaucouleurs",0,0,44,55,0,0,1969,"Artisans",53,NA,25.8,5,NA,2.1,922.957917724733,NA,NA,5,3,0
"Vaudeville-le-Haut",0,0,44,55,0,0,56,"Retraités agricoles",75,NA,20.4,0,NA,0,2437.57892857143,NA,NA,6,4,0
"Vaudoncourt",0,0,44,55,0,0,86,"Retraités salariés privés",69,NA,15.1,0,NA,3.5,417.536046511628,NA,NA,6,4,0
"Vauquois",0,0,44,55,0,0,20,"Retr.artis.commerc.chefs d'entrep.",75,NA,22.2,0,NA,11.8,4807.44,NA,NA,6,4,0
"Douaumont-Vaux",0,0,44,55,0,0,81,NA,NA,NA,13.6,0,NA,11.1,1218.59888888889,NA,NA,6,4,0
"Vaux-lès-Palameix",0,0,44,55,0,0,56,"Retraités salariés privés",66,NA,20,1,NA,5.1,535.619285714286,NA,NA,6,4,0
"Vavincourt",0,0,44,55,0,0,517,"Industriels-Chefs entreprise",64,NA,18.5,2,NA,6.5,907.071740812379,NA,NA,3,3,0
"Velaines",0,0,44,55,0,0,987,"Retraités des professions libérales",73,NA,30.1,4,NA,2.5,959.383373860182,NA,NA,4,3,0
"Velosnes",0,0,44,55,0,0,178,"Autres retraités",74,NA,10.6,0,NA,1.9,1162.65651685393,NA,NA,6,4,0
"Verdun",0,0,44,55,0,0,19083,"Professeurs du secondaire et techn.",42,NA,21.7,122,55043,6.1,582.391157050778,586,3.1,2,2,1
"Verneuil-Grand",0,0,44,55,0,0,208,"Agriculteurs propriétaires exploit.",64,NA,14.2,2,NA,4.1,631.291538461538,NA,NA,6,4,0
"Verneuil-Petit",0,0,44,55,0,0,130,"Retr.artis.commerc.chefs d'entrep.",88,NA,14.5,1,NA,1.2,863.646923076923,NA,NA,6,4,0
"Véry",0,0,44,55,0,0,95,"Agriculteurs propriétaires exploit.",61,NA,31.1,0,NA,2.7,695.969263157895,NA,NA,6,4,0
"Vigneulles-lès-Hattonchâtel",0,0,44,55,0,0,1669,"Autres cadres (secteur privé)",60,NA,18.4,17,NA,4.1,1601.93893349311,NA,NA,5,3,0
"Vigneul-sous-Montmédy",0,0,44,55,0,0,94,"Autres retraités",77,NA,15.7,0,NA,1.8,861.52170212766,NA,NA,6,4,0
"Vignot",0,0,44,55,0,0,1336,"Fonctionnaires de catégorie B",52,NA,21.4,5,NA,3.3,621.296803892216,NA,NA,2,2,0
"Villécloye",0,0,44,55,0,0,281,"Fonctionnaires de catégorie B",50,NA,12.1,0,NA,2.1,1924.40953736655,NA,NA,6,4,0
"Ville-devant-Belrain",0,0,44,55,0,0,34,"Agents technique et techniciens",47,NA,35.3,0,NA,4.3,1327.09117647059,NA,NA,6,4,0
"Ville-devant-Chaumont",0,0,44,55,0,0,51,"Agriculteurs propriétaires exploit.",44,NA,22.4,1,NA,2.6,648.640588235294,NA,NA,6,4,0
"Ville-en-Woëvre",0,0,44,55,0,0,126,"Agriculteurs propriétaires exploit.",56,NA,23.4,1,NA,1,1251.63071428571,NA,NA,6,4,0
"Villeroy-sur-Méholle",0,0,44,55,0,0,34,"Professeurs du secondaire et techn.",50,NA,21.7,1,NA,5.4,1821.82911764706,NA,NA,6,4,0
"Villers-aux-Vents",0,0,44,55,0,0,136,"Retraités salariés privés",74,NA,21.2,0,NA,2.1,492.316029411765,NA,NA,4,4,0
"Villers-devant-Dun",0,0,44,55,0,0,59,"Agriculteurs propriétaires exploit.",65,NA,25.5,0,NA,4.2,342.89406779661,NA,NA,6,4,0
"Villers-le-Sec",0,0,44,55,0,0,128,"Fonctionnaires de catégorie B",68,NA,30.4,3,NA,1.9,731.889609375,NA,NA,4,4,0
"Villers-lès-Mangiennes",0,0,44,55,0,0,84,"Employés (secteur privé)",50,NA,25.9,0,NA,0,977.331547619048,NA,NA,6,4,0
"Villers-sous-Pareid",0,0,44,55,0,0,82,"Employés (secteur privé)",43,NA,20.3,0,NA,3.2,1323.28707317073,NA,NA,6,4,0
"Villers-sur-Meuse",0,0,44,55,0,0,306,"Retraités salariés privés",76,NA,13.2,2,NA,0.5,805.221470588235,NA,NA,6,4,0
"Ville-sur-Cousances",0,0,44,55,0,0,144,"Fonctionnaires de catégorie B",64,NA,20.4,0,NA,1,574.399513888889,NA,NA,6,4,0
"Ville-sur-Saulx",0,0,44,55,0,0,300,"Retraités salariés privés",70,NA,17.8,3,NA,4,1166.47943333333,NA,NA,4,3,0
"Villotte-devant-Louppy",0,0,44,55,0,0,169,"Autres professions libérales",55,NA,20.1,0,NA,1.6,973.830118343195,NA,NA,3,4,0
"Villotte-sur-Aire",0,0,44,55,0,0,203,"Fonctionnaires de catégorie B",50,NA,22.4,2,NA,3.4,800.56921182266,NA,NA,6,4,0
"Vilosnes-Haraumont",0,0,44,55,0,0,226,"Agriculteurs propriétaires exploit.",65,NA,19.3,1,NA,0.6,599.262389380531,NA,NA,6,4,0
"Vittarville",0,0,44,55,0,0,77,"Retraités salariés privés",75,NA,12.6,1,NA,0,706.734805194805,NA,NA,6,4,0
"Void-Vacon",0,0,44,55,0,0,1671,"Employés (secteur privé)",55,NA,21.2,9,NA,4.5,1137.19508677439,NA,NA,5,3,0
"Vouthon-Bas",0,0,44,55,0,0,53,"Retraités fonct.publique (sf enseig.)",62,NA,18.2,0,NA,0,3119.87830188679,NA,NA,6,4,0
"Vouthon-Haut",0,0,44,55,0,0,81,"Ouvriers (secteur privé)",59,NA,17.9,0,NA,3,947.288888888889,NA,NA,6,4,0
"Waly",0,0,44,55,0,0,63,"Agriculteurs propriétaires exploit.",62,NA,40,0,NA,2,861.014920634921,NA,NA,6,4,0
"Warcq",0,0,44,55,0,0,213,"Agriculteurs propriétaires exploit.",66,NA,9.1,0,NA,6.4,752.115211267606,NA,NA,5,3,0
"Watronville",0,0,44,55,0,0,108,"Retraités salariés privés",72,NA,25.2,0,NA,2.5,852.858703703704,NA,NA,6,4,0
"Wavrille",0,0,44,55,0,0,51,"Employés (secteur privé)",50,NA,19.6,0,NA,2.4,1058.4431372549,NA,NA,6,4,0
"Willeroncourt",0,0,44,55,0,0,111,"Professeurs du secondaire et techn.",42,NA,15,0,NA,4.5,1439.0463963964,NA,NA,4,4,0
"Wiseppe",0,0,44,55,0,0,103,"Retraités agricoles",73,NA,28.3,0,NA,1.5,671.537281553398,NA,NA,6,4,0
"Woël",0,0,44,55,0,0,203,"Retraités de l'enseignement",79,NA,21,2,NA,4,473.844482758621,NA,NA,6,4,0
"Woimbey",0,0,44,55,0,0,126,"Agriculteurs propriétaires exploit.",48,NA,17.5,0,NA,3.8,1344.09150793651,NA,NA,6,4,0
"Xivray-et-Marvoisin",0,0,44,55,0,0,101,"Autres cadres (secteur privé)",66,NA,21.6,3,NA,5.2,719.089405940594,NA,NA,6,4,0
"Allaire",1,1,53,56,0,1,3964,"Professeurs du secondaire et techn.",60,NA,23.6,26,NA,4.1,1730.61745711403,NA,NA,5,3,1
"Ambon",0,0,53,56,0,0,1870,"Retraités de l'enseignement",71,NA,21.8,19,NA,4,1707.51251871658,NA,NA,4,3,0
"Arradon",0,0,53,56,0,0,5543,"Experts comptables",69,NA,32.4,80,NA,15.9,1310.98147753924,875,15.8,3,3,1
"Arzal",0,0,53,56,0,0,1662,"Retr.artis.commerc.chefs d'entrep.",72,NA,21.7,14,NA,3.5,1043.44209987966,NA,NA,5,3,0
"Arzon",0,0,53,56,0,0,2130,"Autres retraités",75,NA,49.3,23,NA,8.9,5310.37107511737,NA,NA,5,3,0
"Augan",0,0,53,56,0,0,1592,"Retraités salariés privés",74,NA,21.8,6,NA,4.9,928.424805276382,NA,NA,5,3,0
"Auray",0,0,53,56,0,0,14100,"Retraités fonct.publique (sf enseig.)",65,NA,24.2,184,56176,8.9,1477.56756382979,179,1.3,2,2,1
"Baden",0,0,53,56,0,0,4501,"Retraités salariés privés",74,NA,27.6,53,NA,13.2,1249.51048655854,NA,NA,4,3,1
"Bangor",0,0,53,56,0,0,1014,"Fonctionnaires de catégorie C",49,NA,26,12,NA,5.8,1468.17712031558,NA,NA,5,3,0
"Baud",0,0,53,56,0,0,6433,"Retraités fonct.publique (sf enseig.)",74,NA,22.4,40,NA,3.9,1214.91036841287,NA,NA,5,3,1
"Béganne",2,1,53,56,2,0,1425,"Professeurs du secondaire et techn.",68,NA,30.3,12,NA,2.6,930.333150877193,NA,NA,5,3,0
"Beignon",0,0,53,56,0,0,1876,"Professeurs de faculté",69,NA,12,12,NA,7.6,2127.24059168444,NA,NA,5,3,0
"Belz",0,0,53,56,0,0,3782,"Retraités salariés privés",68,NA,30.9,34,NA,4.4,1123.72551560021,NA,NA,2,2,1
"Berné",0,0,53,56,0,0,1670,"Retraités agricoles",73,NA,20.3,14,NA,3.7,1364.33752694611,NA,NA,4,3,0
"Berric",0,0,53,56,0,0,1870,"Retraités de l'enseignement",77,NA,14.4,17,NA,5.1,936.761256684492,NA,NA,4,3,0
"Bignan",0,0,53,56,0,0,2840,"Retraités de l'enseignement",77,NA,21.1,22,NA,3.1,1212.68437676056,NA,NA,5,3,0
"Billiers",0,0,53,56,0,0,975,"Fonctionnaires de catégorie A",56,NA,22.8,7,NA,7.6,1329.43499487179,NA,NA,4,3,0
"Billio",0,0,53,56,0,0,370,"Industriels-Chefs entreprise",60,NA,25.6,4,NA,1.8,907.92127027027,NA,NA,5,3,0
"Bohal",0,0,53,56,0,0,832,"Retraités salariés privés",69,NA,11.1,7,NA,4.3,704.804242788462,NA,NA,4,3,0
"Brandérion",0,0,53,56,0,0,1435,"Retraités de l'enseignement",71,NA,14.2,6,NA,5.2,1109.52462020906,NA,NA,4,3,0
"Brandivy",0,0,53,56,0,0,1306,"Retraités des professions libérales",69,NA,15.8,13,NA,3.7,1044.76055130168,NA,NA,4,3,0
"Brech",0,0,53,56,0,0,6911,"Autres professions libérales",52,NA,18.9,48,NA,6.9,1174.17936478078,NA,NA,4,3,1
"Bréhan",0,0,53,56,0,0,2355,"Agents généraux d'assurances",59,NA,25.3,15,NA,1.7,1077.75163906582,NA,NA,5,3,0
"Brignac",0,0,53,56,0,0,188,"Retraités fonct.publique (sf enseig.)",68,NA,28,0,NA,4.2,1479.03925531915,NA,NA,6,4,0
"Bubry",0,0,53,56,0,0,2422,"Professeurs du secondaire et techn.",57,NA,30.8,16,NA,3.6,1228.12836085879,NA,NA,5,3,0
"Buléon",0,0,53,56,0,0,537,"Retr.artis.commerc.chefs d'entrep.",70,NA,19.4,5,NA,2.3,1103.9573556797,NA,NA,5,3,0
"Caden",0,0,53,56,0,0,1702,"Agents technique et techniciens",66,NA,25.2,12,NA,2.4,977.936715628672,NA,NA,5,3,0
"Calan",0,0,53,56,0,0,1212,"Agriculteurs propriétaires exploit.",60,NA,10.5,11,NA,3,861.141815181518,NA,NA,4,3,0
"Camoël",2,1,53,56,2,0,1017,"Retraités de l'enseignement",69,NA,23.7,12,NA,3.3,1093.0516519174,NA,NA,5,3,0
"Camors",0,0,53,56,0,0,3072,"Autres cadres (secteur privé)",64,NA,20.9,20,NA,4,750.504573567708,NA,NA,5,3,0
"Campénéac",0,0,53,56,0,0,1983,"Autres retraités",74,NA,17.4,15,NA,5,786.358008068583,NA,NA,5,3,0
"Carentoir",0,0,53,56,0,0,3288,"Assistantes sociales",63,NA,27.8,20,NA,2.1,1171.35890510949,NA,NA,5,3,0
"Carnac",0,0,53,56,0,0,4381,"Industriels-Chefs entreprise",52,NA,36.1,67,NA,9.5,3580.35647797307,NA,NA,5,3,1
"Caro",0,0,53,56,0,0,1197,"Cadres supérieurs (secteur privé)",62,NA,20.9,3,NA,6.2,1104.658320802,NA,NA,5,3,0
"Caudan",0,0,53,56,0,0,6983,"Retraités fonct.publique (sf enseig.)",73,NA,23.9,57,NA,4.9,1710.891656881,NA,NA,2,2,1
"La Chapelle-Neuve",0,0,53,56,0,0,994,"Retraités fonct.publique (sf enseig.)",65,NA,17.1,15,NA,3.7,557.925583501006,NA,NA,5,3,0
"Cléguer",0,0,53,56,0,0,3385,"Experts comptables",65,NA,19,21,NA,3.4,905.162189069424,NA,NA,3,3,0
"Cléguérec",0,0,53,56,0,0,3054,"Agents technique et techniciens",66,NA,26.1,14,NA,3.6,921.686552062868,NA,NA,5,3,0
"Colpo",0,0,53,56,0,0,2264,"Employés (secteur privé)",61,NA,21.5,11,NA,2.9,1072.31815812721,NA,NA,4,3,0
"Concoret",0,0,53,56,0,0,740,"Fonctionnaires de catégorie B",45,NA,24.4,5,NA,6.8,1273.41667567568,NA,NA,5,3,0
"Cournon",0,0,53,56,0,0,787,"Contremaitres",67,NA,19.8,4,NA,2.7,1773.53612452351,NA,NA,5,3,0
"Le Cours",0,0,53,56,0,0,678,"Employés (autres entrep. publiques)",64,NA,13.1,6,NA,3.1,1043.81799410029,NA,NA,4,3,0
"Crach",0,0,53,56,0,0,3408,"Retraités de l'enseignement",72,NA,28.5,37,NA,7.4,1145.99593309859,NA,NA,5,3,0
"Crédin",0,0,53,56,0,0,1573,"Retraités salariés privés",72,NA,24.5,7,NA,2.1,729.534259376987,NA,NA,5,3,0
"Le Croisty",0,0,53,56,0,0,739,"Artisans",52,NA,30.8,4,NA,1.6,1486.71178619756,NA,NA,5,3,0
"Croixanvec",0,0,53,56,0,0,169,"Fonctionnaires de catégorie C",61,NA,15.2,1,NA,1.6,1064.43656804734,NA,NA,6,4,0
"La Croix-Helléan",0,0,53,56,0,0,927,"Agents technique et techniciens",56,NA,18.1,6,NA,2.6,742.17975188781,NA,NA,5,3,0
"Cruguel",0,0,53,56,0,0,651,"Retraités de l'enseignement",72,NA,27.3,6,NA,2,1249.06385560676,NA,NA,5,3,0
"Damgan",0,0,53,56,0,0,1726,"Architectes",62,NA,47.8,21,NA,5,2927.49367902665,NA,NA,5,3,0
"Elven",0,0,53,56,0,0,6012,"Ingénieurs",64,NA,16,45,NA,6.4,1316.28090984697,NA,NA,3,3,1
"Erdeven",0,0,53,56,0,0,3691,"Autres cadres (secteur privé)",66,NA,24,47,NA,4.6,1363.44488214576,NA,NA,5,3,1
"Étel",0,0,53,56,0,0,2115,"Retraités salariés privés",70,NA,42.1,19,NA,7.4,1848.94339952719,12,0.6,2,2,0
"Évriguet",0,0,53,56,0,0,174,"Retraités des entreprises publiques",86,NA,33.2,1,NA,5.5,1078.20948275862,NA,NA,6,4,0
"Le Faouët",0,0,53,56,0,0,2876,"Ingénieurs",60,NA,34.8,16,NA,1.8,1849.05013560501,NA,NA,5,3,0
"Férel",1,1,53,56,1,0,3251,"Retraités de l'enseignement",64,NA,18.7,26,NA,3.5,955.425269147954,NA,NA,5,3,0
"Les Fougerêts",0,0,53,56,0,0,970,"Professeurs du secondaire et techn.",71,NA,24.2,9,NA,1.8,1034.90965979381,NA,NA,5,3,0
"La Gacilly",0,0,53,56,0,0,4057,"Industriels-Chefs entreprise",64,NA,22.1,33,NA,3.5,1216.60116588612,NA,NA,5,3,1
"Gâvres",0,0,53,56,0,0,688,"Cadres supérieurs (secteur privé)",66,NA,42.9,5,NA,4.8,2630.71521802326,NA,NA,2,2,0
"Gestel",0,0,53,56,0,0,2834,"Retr.artis.commerc.chefs d'entrep.",74,NA,15.2,13,NA,5,1260.53581863091,NA,NA,2,2,0
"Gourhel",0,0,53,56,0,0,716,"Retraités fonct.publique (sf enseig.)",68,NA,14,2,NA,9.9,686.088240223464,NA,NA,5,3,0
"Gourin",0,0,53,56,0,0,4044,"Sans profession déclarée",52,NA,29.8,32,NA,3.2,1817.24381305638,60,1.5,5,3,1
"Grand-Champ",0,0,53,56,0,0,5479,"Industriels-Chefs entreprise",58,NA,17.6,36,NA,6.4,1647.48740646103,NA,NA,4,3,1
"La Grée-Saint-Laurent",0,0,53,56,0,0,348,"Employés (secteur privé)",52,NA,24.7,0,NA,2.4,538.552413793103,NA,NA,6,4,0
"Groix",0,0,53,56,0,0,2334,"Retraités fonct.publique (sf enseig.)",75,NA,39.3,23,NA,6.6,3017.62676520994,NA,NA,5,3,0
"Guégon",0,0,53,56,0,0,2341,"Agriculteurs propriétaires exploit.",49,NA,26.3,16,NA,2.7,1270.25769756514,NA,NA,5,3,0
"Guéhenno",0,0,53,56,0,0,806,"Autres cadres (secteur privé)",45,NA,25,5,NA,2.6,1008.08150124069,NA,NA,5,3,0
"Gueltas",0,0,53,56,0,0,526,"Enseignants 1er deg.-directeurs école",61,NA,20.1,3,NA,3,2108.56344106464,NA,NA,5,3,0
"Guémené-sur-Scorff",0,0,53,56,0,0,1099,"Cadres sup. (entreprises publiques)",65,NA,43.2,15,NA,3.2,2446.70395814377,NA,NA,5,3,0
"Guénin",0,0,53,56,0,0,1763,"Retraités de l'enseignement",72,NA,13.2,6,NA,3.1,776.488196256381,NA,NA,5,3,0
"Guer",0,0,53,56,0,0,6542,"Cadres supérieurs (secteur privé)",66,"La République en marche",19.6,45,NA,8.2,947.505058086212,492,7.5,5,3,1
"Guern",0,0,53,56,0,0,1367,"Retraités des entreprises publiques",72,NA,26.1,16,NA,2.3,1259.70534016094,NA,NA,5,3,0
"Le Guerno",0,0,53,56,0,0,976,"Retr.artis.commerc.chefs d'entrep.",71,NA,15.8,10,NA,3.4,1614.37115778689,NA,NA,5,3,0
"Guidel",1,1,53,56,1,0,11750,"Autres retraités",71,NA,20.8,94,NA,8.9,1224.19009531915,NA,NA,2,2,1
"Guillac",0,0,53,56,0,0,1395,"Agriculteurs propriétaires exploit.",59,NA,18.7,6,NA,2.9,950.925584229391,NA,NA,5,3,0
"Guilliers",0,0,53,56,0,0,1506,"Retr.artis.commerc.chefs d'entrep.",71,NA,29.6,5,NA,3,1090.85956839309,NA,NA,5,3,0
"Guiscriff",0,0,53,56,0,0,2180,"Autres cadres (secteur privé)",61,NA,27.9,12,NA,2.7,1543.32973853211,NA,NA,5,3,0
"Helléan",0,0,53,56,0,0,369,"Retraités de l'enseignement",76,NA,21.9,4,NA,2.7,1086.23119241192,NA,NA,5,3,0
"Hennebont",0,0,53,56,0,0,15992,"Ingénieurs conseils",68,NA,23.7,99,56121,5.1,1283.19050150075,59,0.4,2,2,1
"Le Hézo",0,0,53,56,0,0,811,"Employés (secteur privé)",60,NA,17.6,6,NA,7.7,879.299025893958,NA,NA,3,3,0
"Hœdic",0,0,53,56,0,0,107,"Retraités salariés privés",73,NA,29.7,0,NA,3.5,16210.1372897196,NA,NA,6,4,0
"Île-d'Houat",0,0,53,56,0,0,251,"Autres professions",77,NA,39.8,1,NA,3.5,4487.63860557769,NA,NA,6,4,0
"Île-aux-Moines",0,0,53,56,0,0,619,"Cadres supérieurs (secteur privé)",67,NA,42.4,5,NA,12.7,2960.28298869144,NA,NA,5,3,0
"Île-d'Arz",0,0,53,56,0,0,234,"Retraités fonct.publique (sf enseig.)",73,NA,49.1,7,NA,13.3,4152.29820512821,NA,NA,6,4,0
"Inguiniel",0,0,53,56,0,0,2192,"Agriculteurs propriétaires exploit.",63,NA,19.4,12,NA,2.8,991.204333941606,NA,NA,4,3,0
"Inzinzac-Lochrist",0,0,53,56,0,0,6626,"Retraités fonct.publique (sf enseig.)",68,NA,19.2,32,NA,3,1420.58614246906,NA,NA,2,2,1
"Josselin",0,0,53,56,0,0,2625,"Retraités de l'enseignement",74,NA,34.5,21,NA,4.3,2453.91970666667,NA,NA,5,3,0
"Kerfourn",0,0,53,56,0,0,864,"Autres professions libérales",57,NA,16.7,5,NA,1.5,977.57869212963,NA,NA,5,3,0
"Kergrist",0,0,53,56,0,0,734,"Agents technique et techniciens",64,NA,19.9,5,NA,4.5,1306.06057220708,NA,NA,5,3,0
"Kervignac",0,0,53,56,0,0,6773,"Retraités des professions libérales",76,NA,14,42,NA,6.3,1324.18439244057,NA,NA,3,3,1
"Landaul",0,0,53,56,0,0,2328,"Autres professions libérales",61,NA,13.2,14,NA,5.5,926.134716494845,NA,NA,5,3,0
"Landévant",0,0,53,56,0,0,3778,"Artisans",64,NA,15.8,35,NA,5.4,1158.39319481207,NA,NA,4,3,1
"Lanester",8,1,53,56,8,2,22920,"Retraités de l'enseignement",68,NA,20.8,162,56121,4.4,1440.97583987784,86,0.4,1,1,1
"Langoëlan",0,0,53,56,0,0,386,"Autres professions",53,NA,24.2,4,NA,2,1288.58466321244,NA,NA,6,4,0
"Langonnet",0,0,53,56,0,0,1867,"Professeurs de faculté",67,NA,30.6,12,NA,4.9,1529.83891269416,NA,NA,6,4,0
"Languidic",0,0,53,56,0,0,8055,"Retraités fonct.publique (sf enseig.)",60,NA,17.8,59,NA,3.1,983.24017380509,NA,NA,4,3,1
"Forges de Lanouée",0,0,53,56,0,0,2293,"Retraités agricoles",71,NA,24,11,NA,2.4,1147.16784997819,NA,NA,5,3,0
"Lantillac",0,0,53,56,0,0,312,"Retraités salariés privés",68,NA,28.8,2,NA,2.4,1985.84092948718,NA,NA,5,3,0
"Lanvaudan",0,0,53,56,0,0,813,"Retraités fonct.publique (sf enseig.)",76,NA,20.2,3,NA,3.4,1055.8529397294,NA,NA,4,3,0
"Lanvénégen",0,0,53,56,0,0,1205,"Fonctionnaires de catégorie B",64,NA,25.7,7,NA,4.1,878.409377593361,NA,NA,5,3,0
"Larmor-Baden",0,0,53,56,0,0,915,"Sans profession déclarée",56,NA,42.7,9,NA,16.7,2533.74198907104,NA,NA,4,3,0
"Larmor-Plage",0,0,53,56,0,0,8479,"Retr.artis.commerc.chefs d'entrep.",82,NA,36.9,82,56121,16.1,1275.83158981012,NA,NA,2,2,1
"Larré",0,0,53,56,0,0,1049,"Retr.artis.commerc.chefs d'entrep.",74,NA,12.4,4,NA,3.2,967.740657769304,NA,NA,4,3,0
"Lauzach",0,0,53,56,0,0,1143,"Agriculteurs propriétaires exploit.",58,NA,11.7,7,NA,5.1,1362.79842519685,NA,NA,4,3,0
"Lignol",0,0,53,56,0,0,889,"Retraités agricoles",73,NA,31.1,5,NA,9.8,1065.30187851519,NA,NA,5,3,0
"Limerzel",0,0,53,56,0,0,1383,"Agriculteurs propriétaires exploit.",62,NA,23.6,2,NA,2.9,1494.01226319595,NA,NA,5,3,0
"Lizio",0,0,53,56,0,0,751,"Retraités agricoles",70,NA,24.6,1,NA,3.8,916.739880159787,NA,NA,5,3,0
"Locmalo",0,0,53,56,0,0,927,"Autres cadres (secteur privé)",58,NA,27.3,4,NA,1.7,1025.79647249191,NA,NA,5,3,0
"Locmaria",0,0,53,56,0,0,897,"Artisans",65,NA,31.8,7,NA,6.4,1771.3692419175,NA,NA,5,3,0
"Locmaria-Grand-Champ",0,0,53,56,0,0,1734,"Retraités salariés privés",68,NA,9.9,12,NA,5.5,1239.42356978085,NA,NA,3,3,0
"Locmariaquer",0,0,53,56,0,0,1613,"Fonctionnaires de catégorie B",68,NA,39.7,14,NA,9.5,2117.44732796032,NA,NA,5,3,0
"Locminé",0,0,53,56,0,0,4472,"Autres cadres (secteur privé)",65,NA,20.1,44,NA,4.2,1321.35889087657,NA,NA,2,2,1
"Locmiquélic",0,0,53,56,0,0,4181,"Cadres (entreprises publiques)",61,NA,27.2,34,NA,7.2,1141.62520449653,NA,NA,2,2,1
"Locoal-Mendon",0,0,53,56,0,0,3468,"Experts comptables",62,NA,17.3,31,NA,6.7,843.201349480969,NA,NA,5,3,0
"Locqueltas",0,0,53,56,0,0,1732,"Agriculteurs propriétaires exploit.",63,NA,14.4,17,NA,5.9,1160.46022517321,NA,NA,3,3,0
"Lorient",23,1,53,56,23,25,58789,"Professeurs du secondaire et techn.",74,"Parti socialiste",20.9,692,56098,8.6,1679.95476483696,6553,11.1,1,1,1
"Loyat",0,0,53,56,0,0,1673,"Autres professions",61,NA,21.9,8,NA,3.2,946.155254034668,NA,NA,5,3,0
"Malansac",0,0,53,56,0,0,2225,"Retraités fonct.publique (sf enseig.)",74,NA,24.9,14,NA,3.8,1468.87934831461,NA,NA,5,3,0
"Malestroit",0,0,53,56,0,0,2578,"Autres professions libérales",62,NA,38.7,12,NA,5,999.156132660977,NA,NA,5,3,0
"Malguénac",0,0,53,56,0,0,1886,"Agriculteurs propriétaires exploit.",64,NA,17.6,9,NA,3,1011.14045599152,NA,NA,5,3,0
"Marzan",0,0,53,56,0,0,2313,"Agriculteurs propriétaires exploit.",64,NA,18.6,19,NA,4.2,790.536307825335,NA,NA,5,3,0
"Mauron",0,0,53,56,0,0,3161,"Agriculteurs propriétaires exploit.",58,NA,32.2,16,NA,2.6,937.587918380259,NA,NA,5,3,0
"Melrand",0,0,53,56,0,0,1535,"Agriculteurs propriétaires exploit.",68,NA,31.5,13,NA,4.1,1154.73332899023,NA,NA,5,3,0
"Ménéac",0,0,53,56,0,0,1621,"Retraités fonct.publique (sf enseig.)",72,NA,28.6,14,NA,2.2,780.160808143121,NA,NA,5,3,0
"Merlevenez",0,0,53,56,0,0,3278,"Retraités salariés privés",73,NA,15.9,20,NA,4.1,1512.39379499695,NA,NA,4,3,0
"Meslan",0,0,53,56,0,0,1457,"Retraités agricoles",69,NA,19.5,4,NA,2.5,597.313768016472,NA,NA,4,3,0
"Meucon",0,0,53,56,0,0,2302,"Autres cadres (secteur privé)",59,NA,20.1,9,NA,7.5,1148.62062554301,NA,NA,2,2,0
"Missiriac",0,0,53,56,0,0,1166,"Salariés du secteur médical",66,NA,18.8,8,NA,3.7,807.03577186964,NA,NA,5,3,0
"Mohon",0,0,53,56,0,0,1002,"Fonctionnaires de catégorie B",65,NA,28.8,7,NA,9.9,1159.24523952096,NA,NA,6,4,0
"Molac",0,0,53,56,0,0,1577,"Ouvriers (secteur privé)",59,NA,15.9,17,NA,3.7,1069.85632847178,NA,NA,4,3,0
"Monteneuf",0,0,53,56,0,0,780,"Sans profession déclarée",65,NA,20.1,7,NA,3.4,1686.28717948718,NA,NA,5,3,0
"Monterblanc",0,0,53,56,0,0,3342,"Retraités salariés privés",68,NA,10.5,18,NA,4.5,1240.00434769599,NA,NA,3,3,0
"Montertelot",0,0,53,56,0,0,370,"Retraités salariés privés",67,NA,14.1,1,NA,5.4,589.457054054054,NA,NA,5,3,0
"Moréac",0,0,53,56,0,0,3830,"Agents immobiliers",61,NA,14.7,20,NA,3,1510.60644908616,NA,NA,5,3,1
"Moustoir-Ac",0,0,53,56,0,0,1894,"Autres cadres (secteur privé)",46,"Union des démocrates et indépendants",16.6,12,NA,4,923.892275607181,NA,NA,4,3,0
"Muzillac",0,0,53,56,0,0,5135,"Autres retraités",76,NA,34.3,36,NA,5.2,1067.87087049659,NA,NA,4,3,1
"Évellys",0,0,53,56,0,0,3542,"Agriculteurs propriétaires exploit.",72,NA,19.1,19,NA,2.4,832.935110107284,NA,NA,5,3,1
"Néant-sur-Yvel",0,0,53,56,0,0,1081,"Commercants",64,NA,20.1,10,NA,3.8,798.069703977798,NA,NA,5,3,0
"Neulliac",0,0,53,56,0,0,1464,"Agriculteurs propriétaires exploit.",55,NA,20.9,6,NA,3.4,882.187506830601,NA,NA,5,3,0
"Nivillac",0,0,53,56,0,0,4633,"Retraités salariés privés",69,NA,23.7,47,NA,3.3,1599.91149579106,NA,NA,5,3,1
